pid,max_value_column,max_value,date
D20240215T150055_IFCB010_04990,Apedinella,0.8228,20240215
D20240215T150055_IFCB010_04991,detritus,0.861,20240215
D20240215T150055_IFCB010_04992,nanoplankton_mix,0.993,20240215
D20240215T150055_IFCB010_04993,fiber,1.0,20240215
D20240215T150055_IFCB010_04994,flagellate,0.5464,20240215
D20240215T150055_IFCB010_04995,Dactyliosolen_blavyanus,1.0,20240215
D20240215T150055_IFCB010_04997,nanoplankton_mix,0.9976,20240215
D20240215T150055_IFCB010_04998,nanoplankton_mix,0.782,20240215
D20240215T150055_IFCB010_04999,fiber,0.9995,20240215
D20240215T150055_IFCB010_05000,detritus,0.994,20240215
D20240215T150055_IFCB010_05001,fiber,0.9995,20240215
D20240215T150055_IFCB010_05002,fiber,0.993,20240215
D20240215T150055_IFCB010_05003,detritus,0.965,20240215
D20240215T150055_IFCB010_05004,Bacillariophyceae,0.89,20240215
D20240215T150055_IFCB010_05005,fiber,1.0,20240215
D20240215T150055_IFCB010_05007,detritus_transparent,0.9565,20240215
D20240215T150055_IFCB010_05008,Cryptophyta,0.9575,20240215
D20240215T150055_IFCB010_05009,nanoplankton_mix,0.994,20240215
D20240215T150055_IFCB010_05010,Bacillariophyceae,0.3643,20240215
D20240215T150055_IFCB010_05011,Guinardia_delicatula,1.0,20240215
D20240215T150055_IFCB010_05012,nanoplankton_mix,0.9985,20240215
D20240215T150055_IFCB010_05013,Cryptophyta,0.9336,20240215
D20240215T150055_IFCB010_05014,nanoplankton_mix,0.999,20240215
D20240215T150055_IFCB010_05016,fiber,1.0,20240215
D20240215T150055_IFCB010_05017,Calciopappus,0.46,20240215
D20240215T150055_IFCB010_05018,nanoplankton_mix,0.996,20240215
D20240215T150055_IFCB010_05019,nanoplankton_mix,1.0,20240215
D20240215T150055_IFCB010_05021,Mesodinium,0.2852,20240215
D20240215T150055_IFCB010_05022,nanoplankton_mix,0.989,20240215
D20240215T150055_IFCB010_05024,detritus,0.5596,20240215
D20240215T150055_IFCB010_05025,nanoplankton_mix,0.3538,20240215
D20240215T150055_IFCB010_05027,nanoplankton_mix,0.9985,20240215
D20240215T150055_IFCB010_05028,fiber,0.9976,20240215
D20240215T150055_IFCB010_05029,Cryptophyta,0.7207,20240215
D20240215T150055_IFCB010_05030,fiber,0.673,20240215
D20240215T150055_IFCB010_05031,detritus_transparent,0.9067,20240215
D20240215T150055_IFCB010_05032,nanoplankton_mix,0.996,20240215
D20240215T150055_IFCB010_05033,nanoplankton_mix,0.998,20240215
D20240215T150055_IFCB010_05034,Bacillariophyceae,0.848,20240215
D20240215T150055_IFCB010_05035,detritus,0.9995,20240215
D20240215T150055_IFCB010_05036,detritus_transparent,0.8286,20240215
D20240215T150055_IFCB010_05037,Asterionellopsis_glacialis,0.857,20240215
D20240215T150055_IFCB010_05038,Asterionellopsis_glacialis,1.0,20240215
D20240215T150055_IFCB010_05040,fiber,0.999,20240215
D20240215T150055_IFCB010_05041,fiber,0.6646,20240215
D20240215T150055_IFCB010_05043,nanoplankton_mix,0.9966,20240215
D20240215T150055_IFCB010_05044,detritus,0.5757,20240215
D20240215T150055_IFCB010_05046,Pseudo-nitzschia,1.0,20240215
D20240215T150055_IFCB010_05047,detritus,0.8975,20240215
D20240215T150055_IFCB010_05048,detritus,0.9995,20240215
D20240215T150055_IFCB010_05049,fiber,0.7886,20240215
D20240215T150055_IFCB010_05050,fiber,1.0,20240215
D20240215T150055_IFCB010_05051,detritus_transparent,0.6484,20240215
D20240215T150055_IFCB010_05052,Asterionellopsis_glacialis,1.0,20240215
D20240215T150055_IFCB010_05053,detritus,0.9995,20240215
D20240215T150055_IFCB010_05054,detritus,0.9995,20240215
D20240215T150055_IFCB010_05055,Bacillariophyceae,0.642,20240215
D20240215T150055_IFCB010_05058,flagellate,0.9507,20240215
D20240215T150055_IFCB010_05059,detritus,0.998,20240215
D20240215T150055_IFCB010_05061,nanoplankton_mix,0.826,20240215
D20240215T150055_IFCB010_05062,detritus,0.9897,20240215
D20240215T150055_IFCB010_05063,Bacillariophyceae,0.693,20240215
D20240215T150055_IFCB010_05064,fiber,0.9546,20240215
D20240215T150055_IFCB010_05065,detritus,1.0,20240215
D20240215T150055_IFCB010_05066,nanoplankton_mix,0.9863,20240215
D20240215T150055_IFCB010_05068,detritus,0.9976,20240215
D20240215T150055_IFCB010_05069,Bacillariophyceae,0.9175,20240215
D20240215T150055_IFCB010_05071,nanoplankton_mix,0.9966,20240215
D20240215T150055_IFCB010_05072,fiber,1.0,20240215
D20240215T150055_IFCB010_05073,flagellate_morphotype3,0.917,20240215
D20240215T150055_IFCB010_05074,flagellate_morphotype3,0.501,20240215
D20240215T150055_IFCB010_05075,nanoplankton_mix,0.9995,20240215
D20240215T150055_IFCB010_05076,Bacillariophyceae,0.584,20240215
D20240215T150055_IFCB010_05077,detritus,0.9976,20240215
D20240215T150055_IFCB010_05078,detritus,0.9995,20240215
D20240215T150055_IFCB010_05079,detritus,1.0,20240215
D20240215T150055_IFCB010_05080,Chaetoceros,0.6826,20240215
D20240215T150055_IFCB010_05081,Tintinnina,0.5034,20240215
D20240215T150055_IFCB010_05082,nanoplankton_mix,0.9688,20240215
D20240215T150055_IFCB010_05083,detritus,1.0,20240215
D20240215T150055_IFCB010_05084,nanoplankton_mix,1.0,20240215
D20240215T150055_IFCB010_05085,nanoplankton_mix,0.9863,20240215
D20240215T150055_IFCB010_05086,Cryptophyta,0.9277,20240215
D20240215T150055_IFCB010_05087,detritus,0.998,20240215
D20240215T150055_IFCB010_05088,detritus_transparent,0.3625,20240215
D20240215T150055_IFCB010_05089,detritus,1.0,20240215
D20240215T150055_IFCB010_05091,nanoplankton_mix,0.9756,20240215
D20240215T150055_IFCB010_05092,Cylindrotheca,1.0,20240215
D20240215T150055_IFCB010_05093,nanoplankton_mix,0.4932,20240215
D20240215T150055_IFCB010_05094,detritus,0.9727,20240215
D20240215T150055_IFCB010_05096,Heterocapsa_rotundata,0.84,20240215
D20240215T150055_IFCB010_05097,detritus_transparent,0.906,20240215
D20240215T150055_IFCB010_05098,nanoplankton_mix,0.9995,20240215
D20240215T150055_IFCB010_05099,Bacillariophyceae,0.957,20240215
D20240215T150055_IFCB010_05100,Bacillariophyceae,0.495,20240215
D20240215T150055_IFCB010_05101,detritus_transparent,0.681,20240215
D20240215T150055_IFCB010_05102,nanoplankton_mix,0.9995,20240215
D20240215T150055_IFCB010_05103,detritus,0.9854,20240215
D20240215T150055_IFCB010_05104,detritus,0.979,20240215
D20240215T150055_IFCB010_05105,Trichodesmium,0.848,20240215
D20240215T150055_IFCB010_05106,detritus,0.986,20240215
D20240215T150055_IFCB010_05107,detritus,0.9995,20240215
D20240215T150055_IFCB010_05108,detritus,0.999,20240215
D20240215T150055_IFCB010_05109,detritus,0.998,20240215
D20240215T150055_IFCB010_05110,detritus,0.52,20240215
D20240215T150055_IFCB010_05111,detritus_transparent,0.993,20240215
D20240215T150055_IFCB010_05112,fiber,0.972,20240215
D20240215T150055_IFCB010_05113,detritus,1.0,20240215
D20240215T150055_IFCB010_05114,detritus,0.9917,20240215
D20240215T150055_IFCB010_05115,detritus_transparent,0.688,20240215
D20240215T150055_IFCB010_05116,detritus,0.974,20240215
D20240215T150055_IFCB010_05117,Pyramimonas,0.9365,20240215
D20240215T150055_IFCB010_05118,nanoplankton_mix,0.9805,20240215
D20240215T150055_IFCB010_05119,nanoplankton_mix,0.922,20240215
D20240215T150055_IFCB010_05120,nanoplankton_mix,0.3308,20240215
D20240215T150055_IFCB010_05121,Cryptophyta,1.0,20240215
D20240215T150055_IFCB010_05122,fiber,1.0,20240215
D20240215T150055_IFCB010_05123,coccolithophorid,0.809,20240215
D20240215T150055_IFCB010_05124,nanoplankton_mix,0.923,20240215
D20240215T150055_IFCB010_05125,Heterocapsa_rotundata,0.9277,20240215
D20240215T150055_IFCB010_05126,fiber,1.0,20240215
D20240215T150055_IFCB010_05127,detritus,1.0,20240215
D20240215T150055_IFCB010_05128,fiber,1.0,20240215
D20240215T150055_IFCB010_05129,detritus,1.0,20240215
D20240215T150055_IFCB010_05132,detritus,0.9995,20240215
D20240215T150055_IFCB010_05133,detritus,0.9966,20240215
D20240215T150055_IFCB010_05134,detritus,0.991,20240215
D20240215T150055_IFCB010_05135,detritus,1.0,20240215
D20240215T150055_IFCB010_05136,Leptocylindrus,1.0,20240215
D20240215T150055_IFCB010_05138,nanoplankton_mix,0.994,20240215
D20240215T150055_IFCB010_05139,fiber,1.0,20240215
D20240215T150055_IFCB010_05140,fiber,0.991,20240215
D20240215T150055_IFCB010_05141,detritus,0.9995,20240215
D20240215T150055_IFCB010_05142,Leptocylindrus,0.9585,20240215
D20240215T150055_IFCB010_05143,fiber,1.0,20240215
D20240215T150055_IFCB010_05144,fiber_TAG_external_detritus,0.9707,20240215
D20240215T150055_IFCB010_05145,detritus,0.9966,20240215
D20240215T150055_IFCB010_05146,detritus,1.0,20240215
D20240215T150055_IFCB010_05147,Cryptophyta,0.994,20240215
D20240215T150055_IFCB010_05148,detritus,0.9976,20240215
D20240215T150055_IFCB010_05149,nanoplankton_mix,0.618,20240215
D20240215T150055_IFCB010_05151,fiber,0.9995,20240215
D20240215T150055_IFCB010_05152,detritus,0.9976,20240215
D20240215T150055_IFCB010_05154,Asterionellopsis_glacialis,0.999,20240215
D20240215T150055_IFCB010_05155,Bacillariophyceae,0.927,20240215
D20240215T150055_IFCB010_05156,Cerataulina_pelagica,0.4111,20240215
D20240215T150055_IFCB010_05158,detritus,0.999,20240215
D20240215T150055_IFCB010_05159,Leptocylindrus,0.9907,20240215
D20240215T150055_IFCB010_05161,Guinardia_delicatula,0.9424,20240215
D20240215T150055_IFCB010_05162,nanoplankton_mix,0.999,20240215
D20240215T150055_IFCB010_05164,nanoplankton_mix,0.997,20240215
D20240215T150055_IFCB010_05165,fiber,1.0,20240215
D20240215T150055_IFCB010_05166,fiber,0.9185,20240215
D20240215T150055_IFCB010_05167,nanoplankton_mix,1.0,20240215
D20240215T150055_IFCB010_05168,nanoplankton_mix,0.4998,20240215
D20240215T150055_IFCB010_05169,fiber,0.6987,20240215
D20240215T150055_IFCB010_05170,detritus,1.0,20240215
D20240215T150055_IFCB010_05171,Bacillariophyceae,0.498,20240215
D20240215T150055_IFCB010_05172,detritus,0.998,20240215
D20240215T150055_IFCB010_05173,nanoplankton_mix,0.9995,20240215
D20240215T150055_IFCB010_05174,Bacillariophyceae,0.935,20240215
D20240215T150055_IFCB010_05175,nanoplankton_mix,0.983,20240215
D20240215T150055_IFCB010_05176,detritus,0.9946,20240215
D20240215T150055_IFCB010_05177,detritus,1.0,20240215
D20240215T150055_IFCB010_05178,nanoplankton_mix,0.8057,20240215
D20240215T150055_IFCB010_05179,detritus,1.0,20240215
D20240215T150055_IFCB010_05180,detritus,0.965,20240215
D20240215T150055_IFCB010_05181,detritus,0.9785,20240215
D20240215T150055_IFCB010_05182,fiber,1.0,20240215
D20240215T150055_IFCB010_05183,detritus,0.9976,20240215
D20240215T150055_IFCB010_05184,detritus,1.0,20240215
D20240215T150055_IFCB010_05185,Heterocapsa_rotundata,0.992,20240215
D20240215T150055_IFCB010_05186,fiber,0.9185,20240215
D20240215T150055_IFCB010_05187,fiber,0.9995,20240215
D20240215T150055_IFCB010_05188,Heterocapsa_rotundata,0.9175,20240215
D20240215T150055_IFCB010_05189,detritus,0.964,20240215
D20240215T150055_IFCB010_05191,detritus,0.946,20240215
D20240215T150055_IFCB010_05192,detritus,0.9995,20240215
D20240215T150055_IFCB010_05193,detritus,0.4927,20240215
D20240215T150055_IFCB010_05194,flagellate_morphotype3,0.4475,20240215
D20240215T150055_IFCB010_05195,nanoplankton_mix,0.9707,20240215
D20240215T150055_IFCB010_05196,detritus,1.0,20240215
D20240215T150055_IFCB010_05197,flagellate,0.9736,20240215
D20240215T150055_IFCB010_05198,nanoplankton_mix,0.6445,20240215
D20240215T150055_IFCB010_05199,nanoplankton_mix,0.9966,20240215
D20240215T150055_IFCB010_05200,detritus,0.9756,20240215
D20240215T150055_IFCB010_05202,flagellate,0.851,20240215
D20240215T150055_IFCB010_05203,detritus,0.999,20240215
D20240215T150055_IFCB010_05204,fiber,1.0,20240215
D20240215T150055_IFCB010_05205,fiber,1.0,20240215
D20240215T150055_IFCB010_05206,detritus,0.978,20240215
D20240215T150055_IFCB010_05207,nanoplankton_mix,0.9395,20240215
D20240215T150055_IFCB010_05208,detritus,0.9844,20240215
D20240215T150055_IFCB010_05209,detritus,0.9854,20240215
D20240215T150055_IFCB010_05210,nanoplankton_mix,0.992,20240215
D20240215T150055_IFCB010_05211,nanoplankton_mix,0.9995,20240215
D20240215T150055_IFCB010_05212,nanoplankton_mix,0.9946,20240215
D20240215T150055_IFCB010_05213,detritus,0.8833,20240215
D20240215T150055_IFCB010_05214,nanoplankton_mix,0.9966,20240215
D20240215T150055_IFCB010_05215,fiber,0.9966,20240215
D20240215T150055_IFCB010_05216,detritus,0.868,20240215
D20240215T150055_IFCB010_05217,nanoplankton_mix,0.9966,20240215
D20240215T150055_IFCB010_05218,nanoplankton_mix,0.9897,20240215
D20240215T150055_IFCB010_05219,detritus,0.9985,20240215
D20240215T150055_IFCB010_05220,fiber,1.0,20240215
D20240215T150055_IFCB010_05221,nanoplankton_mix,0.984,20240215
D20240215T150055_IFCB010_05222,nanoplankton_mix,0.999,20240215
D20240215T150055_IFCB010_05223,nanoplankton_mix,0.999,20240215
D20240215T150055_IFCB010_05224,nanoplankton_mix,0.711,20240215
D20240215T150055_IFCB010_05225,fiber,1.0,20240215
D20240215T150055_IFCB010_05226,Bacillariophyceae,0.664,20240215
D20240215T150055_IFCB010_05227,Bacillariophyceae,0.9517,20240215
D20240215T150055_IFCB010_05228,fiber,0.9756,20240215
D20240215T150055_IFCB010_05229,detritus_transparent,0.5796,20240215
D20240215T150055_IFCB010_05230,Cryptophyta,0.9746,20240215
D20240215T150055_IFCB010_05231,detritus,1.0,20240215
D20240215T150055_IFCB010_05232,nanoplankton_mix,0.981,20240215
D20240215T150055_IFCB010_05233,detritus,0.9946,20240215
D20240215T150055_IFCB010_05236,fiber,1.0,20240215
D20240215T150055_IFCB010_05238,detritus,0.9995,20240215
D20240215T150055_IFCB010_05239,Leptocylindrus,1.0,20240215
D20240215T150055_IFCB010_05240,nanoplankton_mix,0.9966,20240215
D20240215T150055_IFCB010_05241,nanoplankton_mix,1.0,20240215
D20240215T150055_IFCB010_05242,detritus,0.957,20240215
D20240215T150055_IFCB010_05243,nanoplankton_mix,0.9995,20240215
D20240215T150055_IFCB010_05245,Bacillariophyceae,0.9746,20240215
D20240215T150055_IFCB010_05246,fiber,1.0,20240215
D20240215T150055_IFCB010_05247,detritus_transparent,0.976,20240215
D20240215T150055_IFCB010_05248,fiber,1.0,20240215
D20240215T150055_IFCB010_05249,Bacillariophyceae,0.816,20240215
D20240215T150055_IFCB010_05250,Cryptophyta,0.882,20240215
D20240215T150055_IFCB010_05251,fiber,0.9985,20240215
D20240215T150055_IFCB010_05252,detritus,0.983,20240215
D20240215T150055_IFCB010_05253,Cryptophyta,0.7163,20240215
D20240215T150055_IFCB010_05254,Pyramimonas,0.705,20240215
D20240215T150055_IFCB010_05255,fiber,0.999,20240215
D20240215T150055_IFCB010_05256,detritus,0.999,20240215
D20240215T150055_IFCB010_05257,detritus,0.863,20240215
D20240215T150055_IFCB010_05258,detritus,1.0,20240215
D20240215T150055_IFCB010_05259,detritus,0.9995,20240215
D20240215T150055_IFCB010_05260,detritus,0.9966,20240215
D20240215T150055_IFCB010_05261,detritus,0.9585,20240215
D20240215T150055_IFCB010_05262,nanoplankton_mix,0.9756,20240215
D20240215T150055_IFCB010_05263,nanoplankton_mix,0.783,20240215
D20240215T150055_IFCB010_05264,Cryptophyta,0.9873,20240215
D20240215T150055_IFCB010_05265,Bacillariophyceae,0.4746,20240215
D20240215T150055_IFCB010_05266,fiber,0.9995,20240215
D20240215T150055_IFCB010_05267,detritus,0.9746,20240215
D20240215T150055_IFCB010_05268,nanoplankton_mix,0.9697,20240215
D20240215T150055_IFCB010_05269,nanoplankton_mix,0.9976,20240215
D20240215T150055_IFCB010_05272,nanoplankton_mix,0.9995,20240215
D20240215T150055_IFCB010_05274,nanoplankton_mix,0.745,20240215
D20240215T150055_IFCB010_05275,detritus,0.9985,20240215
D20240215T150055_IFCB010_05276,Bacillariophyceae,0.7734,20240215
D20240215T150055_IFCB010_05277,detritus,0.999,20240215
D20240215T150055_IFCB010_05278,detritus,0.9175,20240215
D20240215T150055_IFCB010_05279,detritus,0.9873,20240215
D20240215T150055_IFCB010_05280,nanoplankton_mix,0.9746,20240215
D20240215T150055_IFCB010_05282,fiber,1.0,20240215
D20240215T150055_IFCB010_05283,detritus,0.7334,20240215
D20240215T150055_IFCB010_05284,nanoplankton_mix,0.957,20240215
D20240215T150055_IFCB010_05285,Bacillariophyceae,0.985,20240215
D20240215T150055_IFCB010_05287,detritus_transparent,0.9995,20240215
D20240215T150055_IFCB010_05288,Cryptophyta,0.9805,20240215
D20240215T150055_IFCB010_05289,Apedinella,1.0,20240215
D20240215T150055_IFCB010_05291,detritus,0.7344,20240215
D20240215T150055_IFCB010_05292,nanoplankton_mix,0.9937,20240215
D20240215T150055_IFCB010_05293,Leptocylindrus,1.0,20240215
D20240215T150055_IFCB010_05294,fiber,1.0,20240215
D20240215T150055_IFCB010_05295,detritus,0.6567,20240215
D20240215T150055_IFCB010_05296,nanoplankton_mix,0.982,20240215
D20240215T150055_IFCB010_05297,Cylindrotheca,1.0,20240215
D20240215T150055_IFCB010_05298,fiber,0.5195,20240215
D20240215T150055_IFCB010_05299,Strombidium_tintinnodes,0.8945,20240215
D20240215T150055_IFCB010_05300,nanoplankton_mix,1.0,20240215
D20240215T150055_IFCB010_05301,detritus,0.756,20240215
D20240215T150055_IFCB010_05302,nanoplankton_mix,0.9385,20240215
D20240215T150055_IFCB010_05303,fiber,1.0,20240215
D20240215T150055_IFCB010_05304,nanoplankton_mix,0.9683,20240215
D20240215T150055_IFCB010_05305,detritus,0.985,20240215
D20240215T150055_IFCB010_05307,detritus,0.8105,20240215
D20240215T150055_IFCB010_05308,flagellate_morphotype3,0.811,20240215
D20240215T150055_IFCB010_05309,detritus_transparent,0.9277,20240215
D20240215T150055_IFCB010_05311,detritus,1.0,20240215
D20240215T150055_IFCB010_05312,detritus,1.0,20240215
D20240215T150055_IFCB010_05313,detritus,1.0,20240215
D20240215T150055_IFCB010_05314,detritus,1.0,20240215
D20240215T150055_IFCB010_05315,Heterocapsa_rotundata,0.996,20240215
D20240215T150055_IFCB010_05316,nanoplankton_mix,1.0,20240215
D20240215T150055_IFCB010_05317,fiber,1.0,20240215
D20240215T150055_IFCB010_05318,detritus,0.9995,20240215
D20240215T150055_IFCB010_05320,nanoplankton_mix,0.9966,20240215
D20240215T150055_IFCB010_05321,Bacillariophyceae,0.998,20240215
D20240215T150055_IFCB010_05322,Bacillariophyceae,0.9126,20240215
D20240215T150055_IFCB010_05323,detritus,0.999,20240215
D20240215T150055_IFCB010_05324,fiber,0.9478,20240215
D20240215T150055_IFCB010_05325,fiber,1.0,20240215
D20240215T150055_IFCB010_05326,nanoplankton_mix,0.997,20240215
D20240215T150055_IFCB010_05327,detritus,0.9995,20240215
D20240215T150055_IFCB010_05328,nanoplankton_mix,0.8843,20240215
D20240215T150055_IFCB010_05329,nanoplankton_mix,0.995,20240215
D20240215T150055_IFCB010_05330,detritus,0.6943,20240215
D20240215T150055_IFCB010_05331,fiber,1.0,20240215
D20240215T150055_IFCB010_05332,Bacillariophyceae,0.85,20240215
D20240215T150055_IFCB010_05334,detritus,0.6143,20240215
D20240215T150055_IFCB010_05335,detritus,1.0,20240215
D20240215T150055_IFCB010_05336,detritus,0.977,20240215
D20240215T150055_IFCB010_05337,nanoplankton_mix,0.985,20240215
D20240215T150055_IFCB010_05338,fiber,1.0,20240215
D20240215T150055_IFCB010_05339,fiber,0.9937,20240215
D20240215T150055_IFCB010_05340,detritus_transparent,0.703,20240215
D20240215T150055_IFCB010_05341,Dinophyceae,0.9897,20240215
D20240215T150055_IFCB010_05342,detritus,0.9062,20240215
D20240215T150055_IFCB010_05343,detritus,0.858,20240215
D20240215T150055_IFCB010_05344,detritus,0.9937,20240215
D20240215T150055_IFCB010_05346,detritus,0.992,20240215
D20240215T150055_IFCB010_05347,detritus,0.9995,20240215
D20240215T150055_IFCB010_05348,detritus,1.0,20240215
D20240215T150055_IFCB010_05349,detritus,0.9976,20240215
D20240215T150055_IFCB010_05350,Thalassiosira_sp_aff_mala,0.652,20240215
D20240215T150055_IFCB010_05351,Bacillariophyceae,0.9937,20240215
D20240215T150055_IFCB010_05352,Guinardia_delicatula,0.982,20240215
D20240215T150055_IFCB010_05353,nanoplankton_mix,0.922,20240215
D20240215T150055_IFCB010_05354,detritus,1.0,20240215
D20240215T150055_IFCB010_05356,nanoplankton_mix,0.996,20240215
D20240215T150055_IFCB010_05357,Pyramimonas,0.321,20240215
D20240215T150055_IFCB010_05359,nanoplankton_mix,0.999,20240215
D20240215T150055_IFCB010_05360,Chaetoceros_socialis,0.998,20240215
D20240215T150055_IFCB010_05361,Chrysochromulina,0.553,20240215
D20240215T150055_IFCB010_05362,detritus,0.9443,20240215
D20240215T150055_IFCB010_05363,detritus,0.9937,20240215
D20240215T150055_IFCB010_05364,nanoplankton_mix,0.9995,20240215
D20240215T150055_IFCB010_05365,Bacillariophyceae,0.79,20240215
D20240215T150055_IFCB010_05366,Pyramimonas,0.3838,20240215
D20240215T150055_IFCB010_05367,detritus,0.9995,20240215
D20240215T150055_IFCB010_05368,detritus,0.8823,20240215
D20240215T150055_IFCB010_05369,detritus,0.9785,20240215
D20240215T150055_IFCB010_05370,Heterocapsa_rotundata,0.988,20240215
D20240215T150055_IFCB010_05371,Bacillariophyceae,0.6035,20240215
D20240215T150055_IFCB010_05372,detritus,0.9883,20240215
D20240215T150055_IFCB010_05373,nanoplankton_mix,0.6846,20240215
D20240215T150055_IFCB010_05374,detritus,0.993,20240215
D20240215T150055_IFCB010_05375,Cryptophyta,0.9927,20240215
D20240215T150055_IFCB010_05376,detritus,0.9985,20240215
D20240215T150055_IFCB010_05377,Leptocylindrus,0.9937,20240215
D20240215T150055_IFCB010_05378,nanoplankton_mix,0.6147,20240215
D20240215T150055_IFCB010_05379,detritus_transparent,0.9985,20240215
D20240215T150055_IFCB010_05380,Pyramimonas,0.9985,20240215
D20240215T150055_IFCB010_05381,nanoplankton_mix,0.9956,20240215
D20240215T150055_IFCB010_05382,nanoplankton_mix,0.329,20240215
D20240215T150055_IFCB010_05383,detritus,0.9985,20240215
D20240215T150055_IFCB010_05384,fiber,0.9473,20240215
D20240215T150055_IFCB010_05385,detritus,0.9995,20240215
D20240215T150055_IFCB010_05386,detritus,0.999,20240215
D20240215T150055_IFCB010_05387,fiber,1.0,20240215
D20240215T150055_IFCB010_05388,detritus,0.999,20240215
D20240215T150055_IFCB010_05389,Asterionellopsis_glacialis,0.9985,20240215
D20240215T150055_IFCB010_05390,detritus,0.94,20240215
D20240215T150055_IFCB010_05391,nanoplankton_mix,0.9995,20240215
D20240215T150055_IFCB010_05392,fiber,1.0,20240215
D20240215T150055_IFCB010_05393,detritus,0.569,20240215
D20240215T150055_IFCB010_05394,nanoplankton_mix,0.976,20240215
D20240215T150055_IFCB010_05395,nanoplankton_mix,0.9727,20240215
D20240215T150055_IFCB010_05396,Bacillariophyceae,0.8994,20240215
D20240215T150055_IFCB010_05397,fiber,0.9995,20240215
D20240215T150055_IFCB010_05398,detritus_transparent,0.9473,20240215
D20240215T150055_IFCB010_05399,nanoplankton_mix,0.9995,20240215
D20240215T150055_IFCB010_05400,Syracosphaera_pulchra,0.894,20240215
D20240215T150055_IFCB010_05401,detritus,0.9897,20240215
D20240215T150055_IFCB010_05402,detritus,0.9995,20240215
D20240215T150055_IFCB010_05403,nanoplankton_mix,0.9824,20240215
D20240215T150055_IFCB010_05404,flagellate_morphotype3,0.826,20240215
D20240215T150055_IFCB010_05405,fiber,1.0,20240215
D20240215T150055_IFCB010_05406,Asterionellopsis_glacialis,0.834,20240215
D20240215T150055_IFCB010_05407,nanoplankton_mix,0.9634,20240215
D20240215T150055_IFCB010_05408,Leptocylindrus,0.999,20240215
D20240215T150055_IFCB010_05410,detritus_transparent,0.5825,20240215
D20240215T150055_IFCB010_05411,nanoplankton_mix,0.9985,20240215
D20240215T150055_IFCB010_05412,detritus,0.903,20240215
D20240215T150055_IFCB010_05413,detritus,0.8604,20240215
D20240215T150055_IFCB010_05414,fiber,0.9956,20240215
D20240215T150055_IFCB010_05416,fiber,0.983,20240215
D20240215T150055_IFCB010_05417,detritus_transparent,0.9985,20240215
D20240215T150055_IFCB010_05418,nanoplankton_mix,0.992,20240215
D20240215T150055_IFCB010_05419,nanoplankton_mix,0.9995,20240215
D20240215T150055_IFCB010_05420,detritus,0.9995,20240215
D20240215T150055_IFCB010_05421,fiber_TAG_external_detritus,0.757,20240215
D20240215T150055_IFCB010_05422,nanoplankton_mix,0.9595,20240215
D20240215T150055_IFCB010_05423,detritus,0.9985,20240215
D20240215T150055_IFCB010_05424,detritus,0.997,20240215
D20240215T150055_IFCB010_05425,nanoplankton_mix,0.9185,20240215
D20240215T150055_IFCB010_05426,detritus,1.0,20240215
D20240215T150055_IFCB010_05428,detritus,0.9756,20240215
D20240215T150055_IFCB010_05429,detritus,0.9756,20240215
D20240215T150055_IFCB010_05430,detritus,0.999,20240215
D20240215T150055_IFCB010_05431,nanoplankton_mix,0.523,20240215
D20240215T150055_IFCB010_05432,detritus,0.3516,20240215
D20240215T150055_IFCB010_05433,detritus,1.0,20240215
D20240215T150055_IFCB010_05434,fiber,1.0,20240215
D20240215T150055_IFCB010_05435,fiber,0.9995,20240215
D20240215T150055_IFCB010_05436,detritus,1.0,20240215
D20240215T150055_IFCB010_05437,detritus,1.0,20240215
D20240215T150055_IFCB010_05438,detritus,0.999,20240215
D20240215T150055_IFCB010_05439,fiber,0.975,20240215
D20240215T150055_IFCB010_05440,detritus,0.932,20240215
D20240215T150055_IFCB010_05441,detritus,1.0,20240215
D20240215T150055_IFCB010_05442,Thalassiosira_TAG_external_detritus,0.9995,20240215
D20240215T150055_IFCB010_05443,Pseudo-nitzschia,0.984,20240215
D20240215T150055_IFCB010_05445,Bacillariophyceae,0.711,20240215
D20240215T150055_IFCB010_05447,nanoplankton_mix,0.995,20240215
D20240215T150055_IFCB010_05448,nanoplankton_mix,1.0,20240215
D20240215T150055_IFCB010_05449,fiber,0.8843,20240215
D20240215T150055_IFCB010_05450,fiber_TAG_external_detritus,0.997,20240215
D20240215T150055_IFCB010_05451,fiber,0.9995,20240215
D20240215T150055_IFCB010_05452,nanoplankton_mix,0.6196,20240215
D20240215T150055_IFCB010_05453,detritus,0.9927,20240215
D20240215T150055_IFCB010_05454,Bacillariophyceae,0.506,20240215
D20240215T150055_IFCB010_05455,detritus,0.991,20240215
D20240215T150055_IFCB010_05456,detritus,0.995,20240215
D20240215T150055_IFCB010_05457,nanoplankton_mix,0.9946,20240215
D20240215T150055_IFCB010_05458,detritus,0.954,20240215
D20240215T150055_IFCB010_05460,nanoplankton_mix,0.95,20240215
D20240215T150055_IFCB010_05461,nanoplankton_mix,0.987,20240215
D20240215T150055_IFCB010_05463,nanoplankton_mix,0.994,20240215
D20240215T150055_IFCB010_05464,Heterocapsa_rotundata,0.8657,20240215
D20240215T150055_IFCB010_05465,nanoplankton_mix,0.9795,20240215
D20240215T150055_IFCB010_05466,detritus,0.79,20240215
D20240215T150055_IFCB010_05467,detritus,0.999,20240215
D20240215T150055_IFCB010_05468,nanoplankton_mix,0.9785,20240215
